url,family,sources,intended_indexable,status,final_path,final_status,redirect_hops,in_sitemap,robots,canonical,canonical_is_self,title,title_length,description,description_length,h1_count,h1,h2_count,main_words,prerendered,images,images_missing_alt,images_missing_dimensions,schema_types,schema_errors,inbound_links,outbound_links
/electricity-rates/maryland/germantown,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/maryland/germantown,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/maryland/germantown,true,"Compare Electricity Rates in Germantown, MD",43,"Electricity in Germantown, MD averages 12.5¢/kWh (about $115/mo). Compare 26 Maryland plans from 17 suppliers by ZIP code. Pepco delivers the power.",148,1,"Compare Electricity Rates in Germantown, Maryland",10,752,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,12,60
/electricity-rates/maryland/hagerstown,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/maryland/hagerstown,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/maryland/hagerstown,true,"Compare Electricity Rates in Hagerstown, MD",43,"Electricity in Hagerstown, MD averages 10.0¢/kWh (about $145/mo). Compare 26 Maryland plans from 17 suppliers by ZIP code.",122,1,"Compare Electricity Rates in Hagerstown, Maryland",9,626,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,12,57
/electricity-rates/maryland/rockville,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/maryland/rockville,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/maryland/rockville,true,"Compare Electricity Rates in Rockville, MD | Electric Scouts",60,"Electricity in Rockville, MD averages 10.3¢/kWh (about $148/mo). Compare 26 Maryland plans from 17 suppliers by ZIP code.",121,1,"Compare Electricity Rates in Rockville, Maryland",10,688,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,12,60
/electricity-rates/maryland/silver-spring,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/maryland/silver-spring,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/maryland/silver-spring,true,"Compare Electricity Rates in Silver Spring, MD",46,"Electricity in Silver Spring, MD averages 12.5¢/kWh (about $125/mo). Compare 26 Maryland plans from 17 suppliers by ZIP code. Pepco delivers the power.",151,1,"Compare Electricity Rates in Silver Spring, Maryland",11,801,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,12,60
/electricity-rates/maryland/waldorf,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/maryland/waldorf,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/maryland/waldorf,true,"Compare Electricity Rates in Waldorf, MD | Electric Scouts",58,"Electricity in Waldorf, MD averages 10.1¢/kWh (about $146/mo). Compare 26 Maryland plans from 17 suppliers by ZIP code.",119,1,"Compare Electricity Rates in Waldorf, Maryland",9,630,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,12,57
/electricity-rates/massachusetts/boston,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/boston,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/boston,true,"Compare Electricity Rates in Boston, MA | Electric Scouts",57,"Electricity in Boston, MA averages 11.2¢/kWh (about $161/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code. Eversource delivers the power.",154,1,"Compare Electricity Rates in Boston, Massachusetts",11,757,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,12,58
/electricity-rates/massachusetts/brockton,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/brockton,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/brockton,true,"Compare Electricity Rates in Brockton, MA | Electric Scouts",59,"Electricity in Brockton, MA averages 14.2¢/kWh (about $206/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code.",125,1,"Compare Electricity Rates in Brockton, Massachusetts",9,627,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,56
/electricity-rates/massachusetts/cambridge,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/cambridge,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/cambridge,true,"Compare Electricity Rates in Cambridge, MA | Electric Scouts",60,"Electricity in Cambridge, MA averages 19.5¢/kWh (about $173/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code. Eversource delivers the power.",157,1,"Compare Electricity Rates in Cambridge, Massachusetts",11,752,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,12,60
/electricity-rates/massachusetts/fall-river,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/fall-river,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/fall-river,true,"Compare Electricity Rates in Fall River, MA",43,"Electricity in Fall River, MA averages 14.5¢/kWh (about $210/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code.",127,1,"Compare Electricity Rates in Fall River, Massachusetts",10,704,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,57
/electricity-rates/massachusetts/lowell,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/lowell,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/lowell,true,"Compare Electricity Rates in Lowell, MA | Electric Scouts",57,"Electricity in Lowell, MA averages 19.5¢/kWh (about $117/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code. National Grid delivers the power.",157,1,"Compare Electricity Rates in Lowell, Massachusetts",12,816,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,12,60
/electricity-rates/massachusetts/new-bedford,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/new-bedford,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/new-bedford,true,"Compare Electricity Rates in New Bedford, MA",44,"Electricity in New Bedford, MA averages 20.5¢/kWh (about $185/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code.",128,1,"Compare Electricity Rates in New Bedford, Massachusetts",12,828,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,12,59
/electricity-rates/massachusetts/quincy,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/quincy,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/quincy,true,"Compare Electricity Rates in Quincy, MA | Electric Scouts",57,"Electricity in Quincy, MA averages 14.0¢/kWh (about $203/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code.",123,1,"Compare Electricity Rates in Quincy, Massachusetts",9,629,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,56
/electricity-rates/massachusetts/somerville,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/somerville,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/somerville,true,"Compare Electricity Rates in Somerville, MA",43,"Electricity in Somerville, MA averages 14.1¢/kWh (about $204/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code.",127,1,"Compare Electricity Rates in Somerville, Massachusetts",10,677,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,11,58
/electricity-rates/massachusetts/springfield,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/springfield,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/springfield,true,"Compare Electricity Rates in Springfield, MA",44,"Electricity in Springfield, MA averages 11.4¢/kWh (about $163/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code.",128,1,"Compare Electricity Rates in Springfield, Massachusetts",11,769,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,12,58
/electricity-rates/massachusetts/worcester,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/massachusetts/worcester,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/massachusetts/worcester,true,"Compare Electricity Rates in Worcester, MA | Electric Scouts",60,"Electricity in Worcester, MA averages 11.3¢/kWh (about $162/mo). Compare 23 Massachusetts plans from 15 suppliers by ZIP code.",126,1,"Compare Electricity Rates in Worcester, Massachusetts",11,775,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,12,58
/electricity-rates/new-hampshire/concord,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-hampshire/concord,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-hampshire/concord,true,"Compare Electricity Rates in Concord, NH | Electric Scouts",58,"Electricity in Concord, NH averages 11.8¢/kWh (about $169/mo). Compare 21 New Hampshire plans from 11 suppliers by ZIP code. Unitil delivers the power.",151,1,"Compare Electricity Rates in Concord, New Hampshire",10,715,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,8,53
/electricity-rates/new-hampshire/dover,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-hampshire/dover,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-hampshire/dover,true,"Compare Electricity Rates in Dover, NH | Electric Scouts",56,"Electricity in Dover, NH averages 17.5¢/kWh (about $105/mo). Compare 21 New Hampshire plans from 11 suppliers by ZIP code. Eversource delivers the power.",153,1,"Compare Electricity Rates in Dover, New Hampshire",12,827,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,9,56
/electricity-rates/new-hampshire/keene,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-hampshire/keene,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-hampshire/keene,true,"Compare Electricity Rates in Keene, NH | Electric Scouts",56,"Electricity in Keene, NH averages 12.0¢/kWh (about $174/mo). Compare 21 New Hampshire plans from 11 suppliers by ZIP code.",122,1,"Compare Electricity Rates in Keene, New Hampshire",9,628,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,8,53
/electricity-rates/new-hampshire/laconia,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-hampshire/laconia,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-hampshire/laconia,true,"Compare Electricity Rates in Laconia, NH | Electric Scouts",58,"Electricity in Laconia, NH averages 12.2¢/kWh (about $177/mo). Compare 21 New Hampshire plans from 11 suppliers by ZIP code.",124,1,"Compare Electricity Rates in Laconia, New Hampshire",9,625,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,8,53
/electricity-rates/new-hampshire/manchester,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-hampshire/manchester,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-hampshire/manchester,true,"Compare Electricity Rates in Manchester, NH",43,"Electricity in Manchester, NH averages 11.6¢/kWh (about $166/mo). Compare 21 New Hampshire plans from 11 suppliers by ZIP code. Eversource delivers the power.",158,1,"Compare Electricity Rates in Manchester, New Hampshire",12,800,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,9,56
/electricity-rates/new-hampshire/nashua,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-hampshire/nashua,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-hampshire/nashua,true,"Compare Electricity Rates in Nashua, NH | Electric Scouts",57,"Electricity in Nashua, NH averages 11.7¢/kWh (about $167/mo). Compare 21 New Hampshire plans from 11 suppliers by ZIP code. Eversource delivers the power.",154,1,"Compare Electricity Rates in Nashua, New Hampshire",12,823,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,9,56
/electricity-rates/new-hampshire/rochester,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-hampshire/rochester,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-hampshire/rochester,true,"Compare Electricity Rates in Rochester, NH | Electric Scouts",60,"Electricity in Rochester, NH averages 17.5¢/kWh (about $155/mo). Compare 21 New Hampshire plans from 11 suppliers by ZIP code. Eversource delivers the power.",157,1,"Compare Electricity Rates in Rochester, New Hampshire",12,824,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,9,56
/electricity-rates/new-jersey/atlantic-city,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/atlantic-city,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/atlantic-city,true,"Compare Electricity Rates in Atlantic City, NJ",46,"Electricity in Atlantic City, NJ averages 11.5¢/kWh (about $166/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code.",127,1,"Compare Electricity Rates in Atlantic City, New Jersey",9,663,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,58
/electricity-rates/new-jersey/bayonne,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/bayonne,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/bayonne,true,"Compare Electricity Rates in Bayonne, NJ | Electric Scouts",58,"Electricity in Bayonne, NJ averages 11.8¢/kWh (about $171/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code.",121,1,"Compare Electricity Rates in Bayonne, New Jersey",10,697,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,60
/electricity-rates/new-jersey/camden,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/camden,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/camden,true,"Compare Electricity Rates in Camden, NJ | Electric Scouts",57,"Electricity in Camden, NJ averages 13.5¢/kWh (about $120/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code.",120,1,"Compare Electricity Rates in Camden, New Jersey",9,674,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,58
/electricity-rates/new-jersey/clifton,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/clifton,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/clifton,true,"Compare Electricity Rates in Clifton, NJ | Electric Scouts",58,"Electricity in Clifton, NJ averages 11.6¢/kWh (about $168/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code.",121,1,"Compare Electricity Rates in Clifton, New Jersey",10,696,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,59
/electricity-rates/new-jersey/edison,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/edison,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/edison,true,"Compare Electricity Rates in Edison, NJ | Electric Scouts",57,"Electricity in Edison, NJ averages 13.5¢/kWh (about $120/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code. JCP&L delivers the power.",146,1,"Compare Electricity Rates in Edison, New Jersey",10,739,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,58
/electricity-rates/new-jersey/elizabeth,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/elizabeth,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/elizabeth,true,"Compare Electricity Rates in Elizabeth, NJ | Electric Scouts",60,"Electricity in Elizabeth, NJ averages 11.7¢/kWh (about $169/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code.",123,1,"Compare Electricity Rates in Elizabeth, New Jersey",9,650,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,58
/electricity-rates/new-jersey/hoboken,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/hoboken,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/hoboken,true,"Compare Electricity Rates in Hoboken, NJ | Electric Scouts",58,"Electricity in Hoboken, NJ averages 13.5¢/kWh (about $120/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code. PSE&G delivers the power.",147,1,"Compare Electricity Rates in Hoboken, New Jersey",12,829,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,14,62
/electricity-rates/new-jersey/jersey-city,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/jersey-city,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/jersey-city,true,"Compare Electricity Rates in Jersey City, NJ",44,"Electricity in Jersey City, NJ averages 10.6¢/kWh (about $152/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code.",125,1,"Compare Electricity Rates in Jersey City, New Jersey",10,731,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,13,60
/electricity-rates/new-jersey/newark,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/newark,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/newark,true,"Compare Electricity Rates in Newark, NJ | Electric Scouts",57,"Electricity in Newark, NJ averages 10.5¢/kWh (about $151/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code. PSE&G delivers the power.",146,1,"Compare Electricity Rates in Newark, New Jersey",11,777,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,14,60
/electricity-rates/new-jersey/paterson,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/paterson,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/paterson,true,"Compare Electricity Rates in Paterson, NJ | Electric Scouts",59,"Electricity in Paterson, NJ averages 10.7¢/kWh (about $153/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code. PSE&G delivers the power.",148,1,"Compare Electricity Rates in Paterson, New Jersey",12,829,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,14,61
/electricity-rates/new-jersey/toms-river,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/toms-river,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/toms-river,true,"Compare Electricity Rates in Toms River, NJ",43,"Electricity in Toms River, NJ averages 11.4¢/kWh (about $165/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code.",124,1,"Compare Electricity Rates in Toms River, New Jersey",9,682,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,58
/electricity-rates/new-jersey/trenton,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-jersey/trenton,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-jersey/trenton,true,"Compare Electricity Rates in Trenton, NJ | Electric Scouts",58,"Electricity in Trenton, NJ averages 13.5¢/kWh (about $119/mo). Compare 28 New Jersey plans from 18 suppliers by ZIP code. PSE&G delivers the power.",147,1,"Compare Electricity Rates in Trenton, New Jersey",11,790,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,14,60
/electricity-rates/new-york/albany,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/albany,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/albany,true,"Compare Electricity Rates in Albany, NY | Electric Scouts",57,"Electricity in Albany, NY averages 15.5¢/kWh (about $145/mo). Compare 27 New York plans from 17 suppliers by ZIP code. National Grid delivers the power.",152,1,"Compare Electricity Rates in Albany, New York",11,808,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,14,60
/electricity-rates/new-york/binghamton,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/binghamton,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/binghamton,true,"Compare Electricity Rates in Binghamton, NY",43,"Electricity in Binghamton, NY averages 11.2¢/kWh (about $162/mo). Compare 27 New York plans from 17 suppliers by ZIP code.",122,1,"Compare Electricity Rates in Binghamton, New York",9,660,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,58
/electricity-rates/new-york/buffalo,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/buffalo,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/buffalo,true,"Compare Electricity Rates in Buffalo, NY | Electric Scouts",58,"Electricity in Buffalo, NY averages 10.8¢/kWh (about $155/mo). Compare 27 New York plans from 17 suppliers by ZIP code. National Grid delivers the power.",153,1,"Compare Electricity Rates in Buffalo, New York",11,799,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,14,60
/electricity-rates/new-york/hempstead,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/hempstead,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/hempstead,true,"Compare Electricity Rates in Hempstead, NY | Electric Scouts",60,"Electricity in Hempstead, NY averages 14.5¢/kWh (about $210/mo). Compare 27 New York plans from 17 suppliers by ZIP code.",121,1,"Compare Electricity Rates in Hempstead, New York",10,706,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,59
/electricity-rates/new-york/long-beach,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/long-beach,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/long-beach,true,"Compare Electricity Rates in Long Beach, NY",43,"Electricity in Long Beach, NY averages 14.8¢/kWh (about $214/mo). Compare 27 New York plans from 17 suppliers by ZIP code.",122,1,"Compare Electricity Rates in Long Beach, New York",10,727,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,59
/electricity-rates/new-york/new-rochelle,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/new-rochelle,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/new-rochelle,true,"Compare Electricity Rates in New Rochelle, NY",45,"Electricity in New Rochelle, NY averages 13.2¢/kWh (about $191/mo). Compare 27 New York plans from 17 suppliers by ZIP code.",124,1,"Compare Electricity Rates in New Rochelle, New York",10,733,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,60
/electricity-rates/new-york/new-york-city,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/new-york-city,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/new-york-city,true,"Compare Electricity Rates in New York City, NY",46,"Electricity in New York City, NY averages 11.5¢/kWh (about $165/mo). Compare 27 New York plans from 17 suppliers by ZIP code. Con Edison delivers the power.",156,1,"Compare Electricity Rates in New York City, New York",10,802,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,15,58
/electricity-rates/new-york/rochester,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/rochester,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/rochester,true,"Compare Electricity Rates in Rochester, NY | Electric Scouts",60,"Electricity in Rochester, NY averages 10.9¢/kWh (about $157/mo). Compare 27 New York plans from 17 suppliers by ZIP code.",121,1,"Compare Electricity Rates in Rochester, New York",10,753,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,13,58
/electricity-rates/new-york/schenectady,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/schenectady,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/schenectady,true,"Compare Electricity Rates in Schenectady, NY",44,"Electricity in Schenectady, NY averages 11.0¢/kWh (about $159/mo). Compare 27 New York plans from 17 suppliers by ZIP code.",123,1,"Compare Electricity Rates in Schenectady, New York",9,662,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,58
/electricity-rates/new-york/syracuse,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/syracuse,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/syracuse,true,"Compare Electricity Rates in Syracuse, NY | Electric Scouts",59,"Electricity in Syracuse, NY averages 11.0¢/kWh (about $158/mo). Compare 27 New York plans from 17 suppliers by ZIP code. National Grid delivers the power.",154,1,"Compare Electricity Rates in Syracuse, New York",11,790,true,1,0,1,Organization WebSite BreadcrumbList ImageObject FAQPage,,14,60
/electricity-rates/new-york/white-plains,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/white-plains,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/white-plains,true,"Compare Electricity Rates in White Plains, NY",45,"Electricity in White Plains, NY averages 13.5¢/kWh (about $195/mo). Compare 27 New York plans from 17 suppliers by ZIP code.",124,1,"Compare Electricity Rates in White Plains, New York",10,736,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,60
/electricity-rates/new-york/yonkers,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/new-york/yonkers,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/new-york/yonkers,true,"Compare Electricity Rates in Yonkers, NY | Electric Scouts",58,"Electricity in Yonkers, NY averages 16.5¢/kWh (about $149/mo). Compare 27 New York plans from 17 suppliers by ZIP code. Con Edison delivers the power.",150,1,"Compare Electricity Rates in Yonkers, New York",11,798,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,13,60
/electricity-rates/ohio/akron,city,registry:city sitemap internal-link canonical-target served-file,true,200,/electricity-rates/ohio/akron,200,0,true,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://www.electricscouts.com/electricity-rates/ohio/akron,true,"Compare Electricity Rates in Akron, OH | Electric Scouts",56,"Electricity in Akron, OH averages 9.5¢/kWh (about $110/mo). Compare 27 Ohio plans from 13 suppliers by ZIP code. Ohio Edison delivers the power.",144,1,"Compare Electricity Rates in Akron, Ohio",11,774,true,0,0,0,Organization WebSite BreadcrumbList FAQPage,,16,61
